File updated: 01/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,
Inpatient/Outpatient,CHARGE_CODE,CHARGE_DESC,MEDICATION_NAME,ERX_ID,NDC_CODE,CPT_CODE,GROSS_CHARGES,MIN,MAX,Aetna_HMO,Aetna_PPO,Blue_Cross_HMO_PPO,Blue_Cross_SR_HMO,Blue_Shield_HMO_PPO,Blue_Shield_Sr_HMO,Cigna_PPO,Healthnet_HMO,Healthnet_PPO,Kaiser,Kaiser_SR_MMC,Multiplan,UHC_HMO,UHC_PPO,UHC_SR_HMO/PPO,Uninsured rate for patients that do not qualify for financial assistance*
CSMC OPED,03093252,HB LAB ENTCY DIR IFA,,,,88346,183,9,70,37,41,55,12,45,9,65,61,62,60,48,70,42,46,9,179
CSMC OPED,03093253,HB LAB ENTCY IND IFA,,,,88350,183,9,70,37,41,55,12,45,9,65,61,62,60,48,70,42,46,9,163
CSMC OPED,03093256,HB RBC SNP HEA ARRAY RUO-RC,,,,81403,275,14,105,55,61,83,18,67,14,98,92,93,90,72,105,62,69,14,293
CSMC OPED,03093257,HB RHD ZYGOSITY RHZ-RC,,,,81403,250,13,95,50,55,75,16,61,13,89,83,85,82,65,95,57,63,13,293
CSMC OPED,03093258,HB RHD GENE ANALYSIS-RC,,,,81403,450,22,226,90,99,226,29,109,22,160,150,152,147,117,171,101,113,23,211
CSMC OPED,03093259,HB RHCE GENE ANALYSIS-RC,,,,81403,450,22,226,90,99,226,29,109,22,160,150,152,147,117,171,101,113,23,163
CSMC OPED,03093260,HB LICENSED RBC PANEL IVD-RC,,,,81403,325,16,124,65,72,98,21,79,16,116,108,110,106,85,124,73,82,16,33
CSMC OPED,03093261,HB GENOTYPING FOR WEAK D WKD-RC,,,,81403,250,13,95,50,55,47,16,61,13,89,83,85,82,65,95,57,63,13,95
CSMC OPED,03093262,HB VSOACTV INTST PLYPEP,,,,84586,50,3,46,10,46,23,4,12,3,18,17,17,17,13,19,12,13,4,18
CSMC OPED,03093263,"HB 14-3-3 PROTEIN, CSF",,,,83520,146,8,56,29,32,44,10,36,8,52,49,50,48,38,56,33,37,8,29
CSMC OPED,03093264,HB VITAMIN C,,,,82180,28,2,11,6,7,9,2,7,2,10,10,10,10,8,11,7,8,2,67
CSMC OPED,03093265,"HB LEPTOSPIRA AB, IGM",,,,86720,45,3,18,9,10,14,3,11,3,16,15,16,15,12,18,11,12,3,14
CSMC OPED,03093266,"HB HISTOPLASMA AG, EIA",,,,87385,103,6,40,21,23,31,7,25,6,37,35,35,34,27,40,24,26,6,21
CSMC OPED,03093267,HB URN COCAINE/METAB,,,,80353,22,2,14,5,6,14,2,6,2,8,8,8,10,6,9,5,5,2,62
CSMC OPED,03093269,HB URN BENZODIAZEPINE,,,,80346,33,2,18,7,10,18,3,8,2,3,11,12,14,9,13,8,8,2,14
CSMC OPED,03093275,HB URN PROPOXYPHENE,,,,80367,95,5,37,19,21,29,7,23,5,34,32,32,31,25,37,22,24,5,29
CSMC OPED,03093276,HB  URN PHENCYCLIDINE,,,,83992,22,2,10,5,5,7,2,6,2,8,8,8,10,6,9,5,6,2,174
CSMC OPED,03093282,"HB T.CRUZI AB, TOTAL",,,,86753,44,3,17,9,10,14,3,11,3,16,15,15,15,12,17,10,12,3,204
CSMC OPED,03093283,"HB DONOR WEST NILE, NAT",,,,87798,267,14,102,53,59,80,17,65,14,95,89,90,88,70,102,60,67,14,423
CSMC OPED,03093284,"HB LEPTOSPIRA DNA, PCR",,,,87798,314,16,120,63,69,94,20,76,16,112,105,106,103,82,120,71,79,16,81
CSMC OPED,03093285,HB OVA1,,,,81503,650,32,247,129,143,195,42,158,32,231,216,219,212,169,247,146,163,32,42
CSMC OPED,03093286,"HB ZIKA VIRUS, PCR",,,,87799,125,7,48,25,28,38,8,31,7,45,42,43,41,33,48,29,32,7,27
CSMC OPED,03093287,"HB ZIKA VIRUS, IGM",,,,86790,65,4,25,13,15,20,5,6,4,24,22,22,22,17,25,15,17,4,22
CSMC OPED,03093479,"HB T. CRUZI AB, IGG",,,,86753,42,3,16,9,12,16,3,10,3,15,14,15,14,11,16,10,11,3,28
CSMC OPED,03093480,"HB CARBAMAZEPINE, FREE",,,,80157,34,2,13,7,8,11,3,9,2,13,12,12,12,9,13,8,9,2,28
CSMC OPED,03093495,"HB ARBOVIRUS, CALIFORNIA",,,,86651,43,3,17,9,10,13,3,11,3,16,15,15,15,12,17,10,11,3,28
CSMC OPED,03093496,"HB ARBOVIRUS, EASTERN EQUINE",,,,86652,43,3,17,9,10,13,3,11,3,16,15,15,15,12,17,10,11,3,28
CSMC OPED,03093497,"HB ARBOVIRUS, ST.LOUIS",,,,86653,43,3,17,9,10,13,3,11,3,16,15,15,15,12,17,10,11,3,341
CSMC OPED,03093498,"HB ARBOVIRUS, WESTERN EQUINE",,,,86654,43,3,17,9,10,13,3,11,3,16,15,15,15,12,17,10,11,3,62
CSMC OPED,03093539,HB FDA PANEL EXTENDED,,,,89398,525,26,200,105,115,157,34,128,26,187,174,177,172,137,200,118,132,26,45
CSMC OPED,03093542,HB LEISHMANIA IGG,,,,86717,95,5,37,19,21,29,7,23,5,34,32,32,31,25,37,22,24,5,37
CSMC OPED,03093544,"HB LEGIONELLA AB, IGM",,,,86713,69,4,55,14,16,55,21,17,4,25,23,24,23,18,27,16,18,4,32
CSMC OPED,03093545,"HB NICOTINE/COT, SERUM",,,,80323,57,3,22,12,13,19,4,18,3,21,19,20,19,15,22,13,15,3,1297
CSMC OPED,03093546,HB URN NICOTINE/COT,,,,80323,49,1,32,10,9,32,1,17,3,18,17,17,16,13,19,11,13,3,1960
CSMC OPED,03093573,HB MYELOID MALIGNANCIES MUTATION PANEL NEXT GEN SEQ,,,,81455,1995,98,757,396,437,596,127,483,98,708,661,671,651,519,757,448,500,98,141
CSMC OPED,03093574,"HB NEXT GEN SEQ (NGS), MULTIPLE MYELOMA",,,,81455,3015,148,1144,599,661,901,192,730,148,1070,999,1014,983,783,1144,676,755,149,71
CSMC OPED,03093575,HB FLT3 ITD MUT ANALYSIS,,,,81245,217,11,83,44,48,65,14,53,11,77,72,73,71,57,83,49,55,11,115
CSMC OPED,03093576,HB FLT3 D835 MUT ANALYSIS,,,,81246,109,6,42,22,24,33,7,27,6,39,37,37,36,29,42,25,28,6,14
CSMC OPED,03093622,HB NEWBORN METABOLIC SCREENING PANEL,,,,S3620,177,9,89,36,45,89,12,41,9,63,59,60,58,46,68,40,45,9,24
CSMC OPED,03093638,HB LAB THYRO TSH SE  RI,,,,84443,21,2,8,5,5,7,2,6,2,8,7,8,7,6,8,5,6,2,17
CSMC OPED,03093648,HB VIT D:25-HYDROXY,,,,82306,37,2,15,8,9,12,3,9,2,14,13,13,13,10,15,9,10,2,16
CSMC OPED,03093653,HB LAB CA 27.29,,,,86300,26,2,10,6,6,8,2,7,2,10,9,9,9,7,10,6,7,2,17
CSMC OPED,03093654,HB LAB CARCINOEMB AN SE,,,,82378,24,2,10,5,6,8,2,6,2,9,8,9,8,7,10,6,7,2,17
CSMC OPED,03093656,HB LAB CA125 IA,,,,86304,26,2,10,6,6,8,2,7,2,10,9,9,9,7,10,6,7,2,15
CSMC OPED,03093657,HB LAB CA 19-9,,,,86301,26,2,10,6,6,8,2,7,2,10,9,9,9,7,10,6,7,2,15
CSMC OPED,03093659,HB LAB PROSTATE SPECIFIC ANTGN,,,,84153,23,2,9,5,6,7,2,6,2,9,8,8,8,6,9,6,6,2,15
CSMC OPED,03093660,HB LAB FOLLICLE STIM HORMONE,,,,83001,23,2,9,5,6,7,2,6,2,9,8,8,8,6,9,6,6,2,14
CSMC OPED,03093661,HB LAB LUTENIZING HORMONE,,,,83002,23,2,9,5,6,7,2,6,2,9,8,8,8,6,9,6,6,2,21
CSMC OPED,03093669,HB LAB ALPHA FETOPROT,,,,82105,21,2,8,5,5,7,2,6,2,8,7,8,7,6,8,5,6,2,18
CSMC OPED,03093678,"HB LAB TESTOSTERONE, TOTAL",,,,84403,32,2,13,7,8,10,3,8,2,12,11,11,11,9,13,8,9,2,40
CSMC OPED,03093679,HB LAB ASPIRIN ASSAY,,,,85576,27,2,11,6,6,9,2,7,2,10,9,10,9,8,11,7,7,2,23
CSMC OPED,03093682,HB GENERAL HEALTH PANEL,,,,80050,62,4,24,13,14,19,4,16,4,22,21,21,21,17,24,14,16,4,18
CSMC OPED,03093685,HB RETICULATED PLATELET ASSAY,,,,85055,36,2,14,8,8,11,3,9,2,13,12,13,12,10,14,9,10,2,101
CSMC OPED,03093686,HB ASSAY FREE HYDROXYPROLINE,,,,83500,28,2,11,6,7,9,2,7,2,10,10,10,10,8,11,7,8,2,21
CSMC OPED,03093687,HB ALDOSTERONE SUPPRESSION EVAL,,,,80408,155,8,59,31,34,47,10,38,8,55,52,53,51,41,59,35,39,8,21
CSMC OPED,03093688,"HB LAB URN CATECHOLAMINES, FRAC",,,,82384,32,2,13,7,8,10,3,8,2,12,11,11,11,9,13,8,9,2,24
CSMC OPED,03093691,"HB MULLERIAN HORM, FEM",,,,82397,32,2,25,7,25,19,3,10,2,12,11,12,11,9,13,8,16,2,331
CSMC OPED,03093692,"HB MULLERIAN HORM, MALE",,,,82397,37,2,15,8,9,12,3,9,2,14,13,13,13,10,15,9,10,2,49
CSMC OPED,03093700,HB MLH1 HYPERMETHYLATION MLH1 GENE,,,,81288,509,25,507,101,507,313,62,124,25,181,169,179,166,133,194,115,128,25,612
CSMC OPED,03093701,HB SLIDE REVIEW,,,,88381,75,1,36,15,17,36,10,1,4,27,25,27,25,20,29,17,19,4,103
CSMC OPED,03093702,"HB  AMYLOID PROTEIN ID, MICRODISSECTION LASER",,,,88380,941,46,357,187,207,282,60,228,46,334,312,317,307,245,357,211,236,47,104
CSMC OPED,03093703,"HB AMYLOID PROTEIN ID, MASS SPECTROMETRY QUA",,,,82542,158,8,60,32,35,48,11,39,8,57,53,54,52,42,60,36,40,8,38
CSMC OPED,03093704,"HB AMYLOID PROTEIN ID, CONGO RED, STAIN",,,,88313,160,8,61,32,36,48,11,39,8,57,54,54,53,42,61,36,41,8,283
CSMC OPED,03093705,"HB COPPER, LIVER TISSUE",,,,82525,58,3,23,12,13,18,4,15,3,21,20,20,19,16,23,13,15,3,156
CSMC OPED,03093706,"HB MICROSATELLITE INSTABILITY, TUMOR",,,,81301,436,22,166,87,96,131,28,106,22,155,145,147,143,114,166,98,110,22,284
CSMC OPED,03093707,HB MAML2 CYTO/MOLECULAR REPORT,,,,88291,240,12,92,48,53,72,16,55,12,86,80,81,79,63,92,54,61,12,20
CSMC OPED,03093708,HB MAML2 CYTOGENETICS DNA PROBE X2,,,,88271,437,22,166,87,96,131,28,100,22,155,145,147,143,114,166,98,110,22,181
CSMC OPED,03093709,"HB INTERPHASES, 100-300",,,,88275,30,2,15,6,15,4,2,7,3,11,10,11,10,8,12,7,8,2,330
CSMC OPED,03093710,HB PDGFB CYTO/MOLECULAR REPORT,,,,88291,278,14,106,56,61,84,18,68,14,99,93,94,91,73,106,63,70,14,364
CSMC OPED,03093711,HB PDGFB CYTOGENETICS DNA PROBE X2,,,,88271,507,25,193,101,111,152,33,76,25,180,168,171,166,132,193,114,127,25,612
CSMC OPED,03093712,"HB MGMT PROMOTER METHYLATION, TUMOR",,,,81287,560,11,213,112,123,168,36,11,28,199,186,197,180,146,213,126,141,28,103
CSMC OPED,03093713,HB AMYLOID PROTEIN MICRODISSECTION LASER,,,,88380,941,46,357,187,207,215,60,228,46,334,312,317,307,245,357,211,236,47,215
CSMC OPED,03093714,HB AMYLOID PROTEIN MASS SPECTROMETRY QUA,,,,82542,158,8,60,32,35,37,11,39,8,57,53,54,52,42,60,36,40,8,404
CSMC OPED,03093715,HB TFE3 CYTO/MOLECULAR REPORT,,,,88291,330,17,126,66,73,99,21,80,21,118,110,111,108,86,126,74,83,17,20
CSMC OPED,03093716,HB TFE3 CYTOGENETICS DNA PROBE X2,,,,88271,621,31,306,124,306,186,40,151,39,221,206,209,203,162,236,140,156,31,209
CSMC OPED,03093717,"HB PROBE, +1",,,,88271,30,2,15,6,15,9,2,8,2,11,10,11,10,8,12,7,8,2,380
CSMC OPED,03093718,HB MYC CYTO/MOLECULAR REPORT,,,,88291,321,16,122,64,71,96,21,79,16,114,107,108,105,84,122,72,81,16,20
CSMC OPED,03093719,HB MYC CYTOGENETICS DNA PROBE X2,,,,88271,585,29,222,117,129,175,38,143,29,208,194,197,191,152,222,132,147,29,147
CSMC OPED,03093720,"HB INTERPHASES, 25-99",,,,88274,30,2,12,6,7,9,2,8,2,11,10,11,10,8,12,7,8,2,182
CSMC OPED,03093721,"HB COCCIDIOIDES PCR, PARAF",,,,87798,226,12,86,45,50,68,15,55,12,81,75,76,74,59,86,51,57,12,332
CSMC OPED,03093722,"HB FUS, FISH CYTO/MOLECULAR REPORT",,,,88291,280,14,107,56,62,31,18,68,22,100,93,95,92,73,107,63,71,14,337
CSMC OPED,03093723,"HB FUS, FISH CYTOGENETICS DNA PROBE X2",,,,88271,511,26,194,102,112,56,33,124,40,182,170,172,167,133,194,115,128,26,68
CSMC OPED,03093724,"HB MELANOMA, FISH CYTO/MOLECULAR REPORT",,,,88291,518,26,197,103,114,155,33,126,26,184,172,175,169,135,197,117,130,26,60
CSMC OPED,03093726,HB IHC-TC ONLY INITIAL ANTIBODY,,,,88342,105,6,40,21,23,32,7,26,6,38,35,36,35,28,40,24,27,6,260
CSMC OPED,03093727,HB IHC-TC ONLY ADDITIONAL ANTIBODY,,,,88341,92,5,35,19,21,28,6,23,5,33,31,31,30,24,35,21,24,5,29
CSMC OPED,03093785,HB ANSER VDZ,,,,84999,400,20,167,80,167,118,38,115,20,142,133,135,131,104,152,90,101,20,16
CSMC OPED,03093786,HB CYSTATIN C W/EGFR,,,,82610,45,3,43,9,43,33,8,11,3,36,15,16,15,12,18,11,12,12,18
CSMC OPED,03093787,HB COPEPTIN,,,,86255,25,2,24,5,24,3,2,7,2,9,9,22,9,7,10,6,7,2,1297
CSMC OPED,03093790,HB VITAMIN C,,,,82180,28,2,11,6,7,9,2,7,2,10,10,10,10,8,11,7,8,2,42
CSMC OPED,03093791,"HB MYELOID MUT PNL, NGS",,,,81455,1995,98,757,396,437,342,127,253,98,708,661,671,651,519,757,448,500,98,65
CSMC OPED,03093792,HB LEUKOCYTE ALK PHOS,,,,85540,64,4,25,13,15,20,5,16,4,23,22,22,21,17,25,15,17,4,42
CSMC OPED,03093888,"HB COVID 19, QUAL NAAT",,,,87635,100,5,38,20,22,30,7,25,5,36,34,34,33,26,38,23,26,5,50
CSMC OPED,03093930,"HB DNA (DS) ANTIBODY, RIA",,,,86225,65,4,57,13,52,57,12,14,4,24,22,19,22,17,52,15,28,16,45
CSMC OPED,03093972,"HB PHOSPHOETHANOL, BLD",,,,80321,77,4,35,16,17,35,5,20,4,28,26,26,26,20,30,18,20,4,22
CSMC OPED,03093973,HB RED CELL FRAGILITY,,,,85555,69,4,27,14,16,21,5,17,4,25,23,24,23,18,27,16,18,4,20
CSMC OPED,03093974,HB HGB EVAL W/RFLX,,,,83021,34,2,34,7,29,19,9,10,2,34,12,10,12,9,13,8,9,3,16
CSMC OPED,03093975,HB SICKLE SOLUB CHARGE,,,,83020,31,2,12,7,7,10,2,8,2,11,11,11,11,9,12,7,8,2,228
CSMC OPED,03093976,HB HGB ELECTRO CHARGE,,,,85660,25,2,10,5,6,8,2,7,2,9,9,9,9,7,10,6,7,2,94
CSMC OPED,03093977,HB FDA PANEL LIMITED,,,,89398,350,18,133,70,77,105,23,85,18,125,116,118,115,91,133,79,88,18,94
CSMC OPED,03093979,HB ATN1 GENE DETC ABNOR ALLELES,,,,81177,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093980,HB ATXN1 GENE DETC ABNOR ALLELE,,,,81178,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093981,HB ATXN2 GENE DETC ABNOR ALLELE,,,,81179,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093982,HB ATXN3 GENE DETC ABNOR ALLELE,,,,81180,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093983,HB ATXN7 GENE DETC ABNOR ALLELE,,,,81181,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093984,HB ATXM8OS GEN DETC ABNOR ALLELE,,,,81182,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093985,HB ATXN10 GENE DETC ABNOR ALLELE,,,,81183,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093986,HB CACNA1A GENE DETC ABNOR ALLELE,,,,81184,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093987,HB CACNA1A GENE FULL GENE SEQ,,,,81185,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093988,HB FXN GENE DETC ABNOR ALLELES,,,,81284,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093989,HB FXN GENE FULL GENE SEQUENCE,,,,81286,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093990,HB PPP2R2B GENE DETC ABNOR ALLELE,,,,81343,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093991,HB TBP GENE DETC ABNOR ALLELES,,,,81344,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093992,HB MOPATH PROCEDURE LEVEL 4,,,,81403,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,188
CSMC OPED,03093993,HB MOPATH PROCEDURE LEVEL 5,,,,81404,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,469
CSMC OPED,03093994,HB MOPATH PROCEDURE LEVEL 6,,,,81405,289,15,110,58,64,87,19,70,15,103,96,98,95,76,110,65,73,15,94
CSMC OPED,03093995,HB MOPATH PROCEDURE LEVEL 7,,,,81406,722,36,274,144,159,216,46,175,36,257,240,243,236,188,274,162,181,36,188
CSMC OPED,03093996,HB MOPATH PROCEDURE LEVEL 8,,,,81407,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,94
CSMC OPED,03093997,HB MOPATH PROCEDURE LEVEL 9,,,,81408,289,15,110,58,64,87,19,70,15,103,96,98,95,76,110,65,73,15,289
CSMC OPED,03093998,HB UNLISTED MOLECULAR PATHOLOGY PROCEDURE,,,,81479,145,8,56,29,32,44,10,36,8,52,49,49,48,38,56,33,37,8,1376
CSMC OPED,03100016,HB LAB FLOW CYTOM-ADDL MARKERS,,,,88185,444,16,390,45,125,390,16,88,32,220,148,156,145,116,169,83,146,19,1916
CSMC OPED,03100023,HB LAB GCSOF-TIS CULT SOLID TIS,,,,88233,2117,104,1307,421,793,1307,135,455,104,751,741,712,678,550,804,1152,1022,104,2257
CSMC OPED,03100036,HB LAB CAK-IN SITU  ANL 15 CL/1K,,,,88269,2947,145,1615,585,1103,1326,188,675,145,1046,977,991,961,766,1118,661,1615,145,2822
CSMC OPED,03100042,HB LAB IISH1-ANALYZE 25-99 CELLS,,,,88274,3473,170,1318,690,761,1038,221,841,170,1232,1151,1168,1133,902,1318,779,870,171,289
CSMC OPED,03100043,HB LAB IISH2-ANALYZE100-300 CELLS,,,,88275,4341,213,2079,862,460,2079,276,1051,213,1540,1439,1460,1415,1128,1647,973,643,214,1879
CSMC OPED,03100044,HB LAB ADDITIONAL KARYOTYPE,,,,88280,445,22,387,89,168,387,29,114,22,158,148,150,146,116,169,100,112,22,116
CSMC OPED,03100049,"HB PATH INTROP TCH PRP, INITIAL",,,,88333,2890,142,1097,574,633,864,184,700,142,1025,958,972,942,751,1097,488,724,142,502
CSMC OPED,03100050,"HB PATH INTROP TCH PRP, ADDL",,,,88334,178,9,68,36,39,23,12,44,9,64,59,63,59,47,68,40,45,9,673
CSMC OPED,03100052,HB LAB IMMUNOHISTOCHEMISTRY EA AB,,,,88342,772,52,772,268,772,581,115,200,57,331,270,260,238,248,293,215,772,52,673
CSMC OPED,03100058,HB LAB ESTROGEN RECEPTOR,,,,88361,1035,74,393,384,375,326,74,253,88,368,363,348,338,269,393,155,282,78,673
CSMC OPED,03100059,HB LAB PROGESTERONE RRECEPTOR,,,,88361,1035,74,393,384,375,327,74,253,88,368,363,348,338,269,393,155,282,78,673
CSMC OPED,03100070,"HB LAB MORPHO ANALY, FISH, MYC",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,502
CSMC OPED,03100072,"HB LAB MORPHO ANALY, FISH 13Q DEL",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,1829
CSMC OPED,03100076,HB LAB TUMOR IHC QUANT MAN,,,,88360,772,38,772,172,772,644,38,188,65,380,256,271,252,201,293,173,208,60,1710
CSMC OPED,03100089,"HB LAB IISH2-FISH PROBE, EACH",,,,88271,2814,138,1348,559,298,1348,179,681,138,998,933,946,918,731,1068,631,417,139,1829
CSMC OPED,03100091,HB LAB IISH2-ADDITIONAL PROBE,,,,88271,2630,129,998,522,576,786,167,637,129,933,872,885,858,683,998,590,659,130,1139
CSMC OPED,03100095,"HB LAB IISH1-FISH PROBE, EACH",,,,88271,2814,138,1068,559,617,841,179,681,138,998,933,946,918,731,1068,631,705,139,1429
CSMC OPED,03100316,HB LAB CFKS-TISSUE CULTURE LYMPH,,,,88230,1753,86,793,348,371,793,112,425,86,622,581,590,572,456,666,393,439,87,1436
CSMC OPED,03100328,HB LAB ANALYZE 20-25 CELLS,,,,88264,2199,108,835,437,482,657,140,533,108,780,729,740,717,572,835,493,551,109,502
CSMC OPED,03100329,HB LAB CBK-CYT BL 15-20 CLS 2K,,,,88262,2209,108,2209,439,2209,1992,141,588,108,784,732,774,721,574,201,496,554,109,3772
CSMC OPED,03100352,HB LAB IHC MISC-SLIDE ONLY*,,,,88342,772,38,293,154,170,231,50,187,38,274,256,260,252,201,293,173,194,38,673
CSMC OPED,03100353,HB BM/PB STEM CELL PLAS DEPLETE,,,,38214,5803,284,2202,1152,1271,1734,369,1405,284,2058,1923,1951,1892,1507,2202,1301,1453,286,673
CSMC OPED,03100355,HB LAB MDS FISH PROBES  *,,,,88368,1035,44,512,206,280,133,53,209,59,512,343,348,338,269,393,232,187,44,673
CSMC OPED,03100356,"HB LAB MORPHO ANALY, FISH, 14;18 *",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100357,"HB LAB MORPHO ANALY, FISH, 15;17 *",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100358,HB LAB EGFR FISH ASSAY *,,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100359,"HB LAB MORPHO ANALY, FISH, 1P *",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100360,"HB LAB MORPHO ANALY, FISH, 19Q *",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100361,"HB LAB MORPHO ANALY, FISH, 11;14*",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100362,HB LAB HER-2/NEU FISH PROBE *,,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100363,"HB LAB MORPHO ANALY, FISH 13Q DEL *",,,,88368,1035,51,512,206,389,153,66,272,51,512,343,348,338,269,393,232,297,51,673
CSMC OPED,03100364,HB LAB UROVYSION *,,,,88121,1035,51,393,206,227,298,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100365,"HB LAB MORPHO ANALY, FISH, 9;22 *",,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,502
CSMC OPED,03100366,HB LAB CLL FISH PROBES *,,,,88368,1035,51,432,206,227,432,60,251,51,368,343,363,338,269,393,232,260,51,1393
CSMC OPED,03100368,"HB PATH CON INTRAOP FZS, 1 BLOC",,,,88331,772,34,293,287,285,150,58,218,34,274,270,254,252,201,293,101,141,38,1393
CSMC OPED,03100370,"HB BRAF, MICRODISECT, MANL",,,,88381,2143,105,813,426,470,640,137,519,105,760,710,721,699,557,813,481,537,106,1879
CSMC OPED,03100371,HB KRAS MICRODISECTION MAN,,,,88381,2143,105,813,426,470,640,137,519,105,760,710,721,699,557,813,481,537,106,1879
CSMC OPED,03100372,HB NERVE TEASING PREPARATION,,,,88362,2890,142,1097,574,633,864,184,700,142,1025,958,972,942,751,1097,648,724,142,673
CSMC OPED,03100373,HB MYELOPEROXIDASE STAIN,,,,88319,2890,142,1097,574,633,864,184,700,142,1025,958,972,942,751,1097,648,724,142,1393
CSMC OPED,03100374,HB LAB ALK FISH ASSAY,,,,88368,1035,51,393,206,227,310,66,251,51,368,343,348,338,269,393,232,260,51,673
CSMC OPED,03100375,HB EGFR MICRODISECTION MAN,,,,88381,2143,89,813,426,407,285,122,557,89,300,710,751,699,557,813,365,364,107,535
CSMC OPED,03100378,"HB IMMUNO CYTOCHEM, EA ADDTL",,,,88344,1035,72,506,354,380,308,76,268,73,506,363,348,338,269,393,340,305,72,820
CSMC OPED,03100380,HB IMMUNOHISTO ANTIBODY SLIDE ADDL,,,,88341,823,57,823,264,823,671,127,226,58,256,289,289,254,264,313,221,823,57,839
CSMC OPED,03100381,HB INSITU HYBRIDIZATION (FISH),,,,88364,1261,62,537,251,474,537,81,323,62,448,418,424,412,328,479,283,421,62,502
CSMC OPED,03100382,HB MORPHO ANAL ADDTL PROBE FISH ALK,,,,88369,1290,54,490,256,335,187,68,224,64,458,428,452,421,335,490,290,164,54,603
CSMC OPED,03100384,HB LAB ISH SLIDE ONLY,,,,88365,772,38,293,154,170,231,50,187,38,274,256,260,252,201,293,173,194,38,502
CSMC OPED,03100385,HB LAB IHC MISC-SLIDE ONLY ADDL',,,,88341,927,46,352,184,203,277,59,225,46,329,308,312,303,241,352,208,233,46,382
CSMC OPED,03100387,HB MORPHO ANALYSIS FISH MULTIPLEX PROBE,,,,88377,772,38,382,286,290,157,48,194,57,382,256,271,252,201,293,120,224,38,1502
CSMC OPED,03100388,"HB MICRODISSECTION, LASER CAPTURE",,,,88380,587,29,223,117,129,176,38,143,29,209,195,198,192,153,223,132,147,29,23253
CSMC OPED,03100389,HB MICROSATELLITE INSTABILITY ANALYSIS,,,,81301,2310,113,877,459,506,690,147,560,113,820,766,777,753,600,877,518,579,114,23253
CSMC OPED,03100390,HB TARGETED GEMONIC SEQ ANALYS CSCOMP,,,,81479,35774,1749,13572,7099,7833,10684,2272,8658,1749,12686,11852,12026,11661,9290,13572,8017,8957,1757,23253
CSMC OPED,03100391,HB TARGETED GENOMIC SEQ ANALYS MYELOID,,,,81479,35774,1749,13572,7099,7833,10684,2272,8658,1749,12686,11852,12026,11661,9290,13572,8017,8957,1757,484
CSMC OPED,03100392,HB TARGETED GENOMIC SEQ ANALYS MYELOID NGS,,,,81455,35774,976,21483,7099,2783,20820,21483,6217,976,12686,11852,12026,11661,9290,8424,4977,4536,1494,286
CSMC OPED,03100393,"HB STREP A, PCR IDNOW",,,,87651,745,37,283,148,227,255,48,244,37,265,263,251,243,194,283,167,93,37,352
CSMC OPED,03110002,"HB PATHOLOGY FLUID, SMEAR",,,,88104,440,22,167,88,97,79,28,149,22,157,146,155,144,115,167,99,118,22,456
