Code,Description,Charge Amount,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
4471022401,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$23,687.12",,,,,,,
4471411434,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4471411378,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$12,119.00",,,,,,,
4471021701,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,451.14",,,,,,,
4471410530,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,708.00",,,,,,,
4471411404,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$840.00,,,,,,,
4471411920,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4471029394,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,501.50",,,,,,,
4471028149,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$420.00,,,,,,,
4470405892,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$599.94,,,,,,,
4471026486,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$5,087.08",,,,,,,
4471028013,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,505.00",,,,,,,
4471411810,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4471411685,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$715.00,,,,,,,
4471410992,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$700.00,,,,,,,
4471411309,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$840.00,,,,,,,
4471026294,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$20,281.80",,,,,,,
4470402587,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$225.45,,,,,,,
4471410537,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,240.00",,,,,,,
4471023266,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,770.96",,,,,,,
4471411274,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,733.00",,,,,,,
4471411510,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$882.00,,,,,,,
4471410547,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,859.00",,,,,,,
4471023930,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,111.57",,,,,,,
4471023116,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,241.00",,,,,,,
4471411501,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,506.00",,,,,,,
4471411867,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$3,801.00",,,,,,,
4470405362,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$9,869.73",,,,,,,
4471411276,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,733.00",,,,,,,
4471410722,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,195.00",,,,,,,
4471411254,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$756.00,,,,,,,
4471027224,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$17,465.00",,,,,,,
4470405034,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,044.06",,,,,,,
4471411314,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$840.00,,,,,,,
4471410180,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$448.00,,,,,,,
4471024155,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$308.00,,,,,,,
4471411289,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,450.00",,,,,,,
4471410732,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$28,620.00",,,,,,,
4471411362,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$420.00,,,,,,,
4471411083,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$16,527.00",,,,,,,
4471410046,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$5,011.00",,,,,,,
4471024831,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$6,506.50",,,,,,,
4471013676,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,613.93",,,,,,,
4471411089,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,701.00",,,,,,,
4471411105,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,043.00",,,,,,,
4471411762,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$16,660.00",,,,,,,
4471022857,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$4,145.19",,,,,,,
4471410126,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,225.00",,,,,,,
4471002058,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$5,833.21",,,,,,,
4471027173,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$837.76,,,,,,,
4471411004,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$805.00,,,,,,,
4471025574,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,954.95",,,,,,,
4471411424,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,253.00",,,,,,,
4471025284,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,848.00",,,,,,,
4471024213,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$308.00,,,,,,,
4471017739,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$11,815.65",,,,,,,
4470490267,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,125.98",,,,,,,
4471410962,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$12,911.00",,,,,,,
4471410812,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,400.00",,,,,,,
4471410758,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$371.00,,,,,,,
4470413251,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,098.56",,,,,,,
4471018680,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,770.96",,,,,,,
4471027769,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,500.00",,,,,,,
4471030360,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,770.96",,,,,,,
4470490244,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$161.79,,,,,,,
4471411160,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,009.00",,,,,,,
4470490267,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,125.98",,,,,,,
4471411397,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,351.00",,,,,,,
4471410629,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$18,228.00",,,,,,,
4471410720,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$5,639.00",,,,,,,
4470411887,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,108.11",,,,,,,
4471026837,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$254.03,,,,,,,
4471017977,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,756.60",,,,,,,
4471411674,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$456.00,,,,,,,
4471028643,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,000.00",,,,,,,
4471025697,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,840.30",,,,,,,
4471410999,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$245.00,,,,,,,
4471027502,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,000.00",,,,,,,
4471410962,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$12,911.00",,,,,,,
4470404692,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$328.53,,,,,,,
4471022059,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$18,282.34",,,,,,,
4471025262,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,679.21",,,,,,,
4471411007,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$805.00,,,,,,,
4471028933,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$13,475.00",,,,,,,
4470402587,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$225.45,,,,,,,
4470412858,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,240.06",,,,,,,
4471017529,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,502.50",,,,,,,
4471030594,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,317.41",,,,,,,
4471411092,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$238.00,,,,,,,
4470411000,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$13,576.22",,,,,,,
4471030360,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,770.96",,,,,,,
4471411257,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,597.00",,,,,,,
4471411900,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$9,345.00",,,,,,,
4471411034,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,765.00",,,,,,,
4471024280,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$558.25,,,,,,,
4471411090,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4471411501,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,506.00",,,,,,,
4471411051,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$10,500.00",,,,,,,
4471410547,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,859.00",,,,,,,
4471024482,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$13,975.50",,,,,,,
4471411521,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$4,911.00",,,,,,,
4471024517,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$4,738.73",,,,,,,
4471031277,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,613.93",,,,,,,
4471027494,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,337.00",,,,,,,
4471029424,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,548.00",,,,,,,
4471023223,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,939.83",,,,,,,
4471029490,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$448.00,,,,,,,
4471410900,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4471410692,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,423.00",,,,,,,
4471025315,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,571.49",,,,,,,
4471411349,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,085.00",,,,,,,
4471410681,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,254.00",,,,,,,
4471022197,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,875.41",,,,,,,
4471030848,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,998.99",,,,,,,
4471024136,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$770.00,,,,,,,
4471024814,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,541.00",,,,,,,
4471410587,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,667.00",,,,,,,
4471410278,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,911.00",,,,,,,
4471019202,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$254.03,,,,,,,
4471029145,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$22,680.00",,,,,,,
4471410620,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,555.00",,,,,,,
4471411507,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$882.00,,,,,,,
4471022054,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,013.39",,,,,,,
4471410866,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,698.00",,,,,,,
4471022670,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,670.90",,,,,,,
4471024002,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$154.00,,,,,,,
4471411642,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$7,462.00",,,,,,,
4470409066,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,472.80",,,,,,,
4470427816,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,625.00",,,,,,,
4471023848,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,460.15",,,,,,,
4471017044,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,518.05",,,,,,,
4471027578,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,050.00",,,,,,,
4470431232,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$412.12,,,,,,,
4471019203,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$8,385.30",,,,,,,
4471410638,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$420.00,,,,,,,
4471016600,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,756.60",,,,,,,
4471019835,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$329.56,,,,,,,
4471027739,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$18,438.00",,,,,,,
4471016748,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$5,443.17",,,,,,,
4471411134,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,750.00",,,,,,,
4471411139,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,925.00",,,,,,,
4471411433,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4471028611,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,349.90",,,,,,,
4471024347,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$17,987.20",,,,,,,
4471411670,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$462.00,,,,,,,
4471410555,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$23,846.00",,,,,,,
4471013767,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$8,393.00",,,,,,,
4470404109,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$4,451.05",,,,,,,
4471022765,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,087.54",,,,,,,
4471410768,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$20,650.00",,,,,,,
4471411361,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$420.00,,,,,,,
4471411594,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,351.00",,,,,,,
4471027738,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$707.00,,,,,,,
4470404007,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,727.63",,,,,,,
4471411673,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,351.00",,,,,,,
4471027064,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$6,813.26",,,,,,,
4471410728,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$3,675.00",,,,,,,
4471030248,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$329.56,,,,,,,
4471026054,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,258.64",,,,,,,
4470405381,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,609.53",,,,,,,
4471410886,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,253.00",,,,,,,
4471002340,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,175.09",,,,,,,
4471030492,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,008.16",,,,,,,
4471410191,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,358.00",,,,,,,
4471411899,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$448.00,,,,,,,
4471410339,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,432.00",,,,,,,
4470410678,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,212.15",,,,,,,
4471411096,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,916.00",,,,,,,
4471020118,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,065.00",,,,,,,
4471410408,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$19,600.00",,,,,,,
4471411157,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$23,846.00",,,,,,,
4471410889,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4470490278,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$986.78,,,,,,,
4471411536,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,491.00",,,,,,,
4471410374,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,642.00",,,,,,,
4471410278,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,911.00",,,,,,,
4470407165,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$136.38,,,,,,,
4470431236,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$277.68,,,,,,,
4471027665,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,960.00",,,,,,,
4471026490,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$901.20,,,,,,,
4471410633,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,792.00",,,,,,,
4471410409,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$28,994.00",,,,,,,
4470411252,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,871.56",,,,,,,
4471029353,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,961.00",,,,,,,
4471410273,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$4,410.00",,,,,,,
4471023455,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,940.40",,,,,,,
4471411809,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$294.00,,,,,,,
4470402319,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,167.51",,,,,,,
4471023454,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,940.40",,,,,,,
4470405609,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$8,969.99",,,,,,,
4471029156,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$302.68,,,,,,,
4471411517,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$28,434.00",,,,,,,
4470490209,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$221.65,,,,,,,
4470430862,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,278.27",,,,,,,
4471025149,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,773.15",,,,,,,
4471410876,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$469.00,,,,,,,
4470403017,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,181.88",,,,,,,
4471019113,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,003.15",,,,,,,
4471024380,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$24,255.00",,,,,,,
4471028728,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,057.56",,,,,,,
4471410059,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$10,710.00",,,,,,,
4470490155,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,024.02",,,,,,,
4470413297,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,061.39",,,,,,,
4471028974,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,100.00",,,,,,,
4471410233,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$8,335.60",,,,,,,
4471411892,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$22,400.00",,,,,,,
4470431270,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,132.81",,,,,,,
4471027722,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$254.03,,,,,,,
4471410795,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$841.00,,,,,,,
4471022739,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$4,177.17",,,,,,,
4471410924,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,352.00",,,,,,,
4470404690,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$185.39,,,,,,,
4471410058,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,089.00",,,,,,,
4471028357,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$19,977.30",,,,,,,
4471411061,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,925.00",,,,,,,
4470402710,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$17,400.04",,,,,,,
4471410231,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,253.00",,,,,,,
4471028952,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,738.38",,,,,,,
4470490270,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$831.19,,,,,,,
4471410888,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$469.00,,,,,,,
4470404598,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$346.32,,,,,,,
4471410996,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$315.00,,,,,,,
4471022550,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$329.56,,,,,,,
4471410143,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$11,754.00",,,,,,,
4471023917,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$9,625.00",,,,,,,
4470402317,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,609.53",,,,,,,
4471411421,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$357.00,,,,,,,
4471411902,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$3,115.00",,,,,,,
4471410017,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,350.00",,,,,,,
4471411499,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$17,763.00",,,,,,,
4471026411,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$924.00,,,,,,,
4471024056,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$438.90,,,,,,,
4471023600,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$793.10,,,,,,,
4471410550,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,859.00",,,,,,,
4471022713,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,537.61",,,,,,,
4471411178,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$2,597.00",,,,,,,
4471411006,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$245.00,,,,,,,
4471024150,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,378.30",,,,,,,
4471025776,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$7,268.80",,,,,,,
4471411786,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,715.00",,,,,,,
4471410870,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,014.00",,,,,,,
4471411508,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$882.00,,,,,,,
4471410611,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$18,820.00",,,,,,,
4471410075,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,426.00",,,,,,,
4471023688,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,940.40",,,,,,,
4471410442,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$20,582.00",,,,,,,
4471411911,STERILE SUPPLIES - Implantable Bone Screw/Anchor,"$1,385.00",,,,,,,
4471410287,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$11,200.00",,,,,,,
4471024233,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,453.37",,,,,,,
4470490248,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$161.79,,,,,,,
4471410166,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,960.00",,,,,,,
4471411682,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$240.00,,,,,,,
4471410452,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,750.00",,,,,,,
4470410637,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,160.56",,,,,,,
4471010427,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$4,273.50",,,,,,,
4471411631,STERILE SUPPLIES - Implantable Bone Screw/Anchor,$840.00,,,,,,,
4471025268,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,714.63",,,,,,,
4471003783,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$444.90,,,,,,,
4471024902,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$2,252.25",,,,,,,
4471410675,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,575.00",,,,,,,
4470490163,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,006.29",,,,,,,
4471028555,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,$213.71,,,,,,,
4471024351,STERILE SUPPLIES - IMPLANTABLE BONE SCREW/ANCHOR,"$1,455.30",,,,,,,
