Code,Description,Charge Amount,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
47158639.0,PHARMACY - UNCLASSIFIED DRUG,$276.00,,,,,,,,,,
47164454.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47171392.0,PHARMACY - UNCLASSIFIED DRUG,$677.00,,,,,,,,,,
47156369.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47172804.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47187836.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47167531.0,PHARMACY - UNCLASSIFIED DRUG,$265.00,,,,,,,,,,
47191374.0,PHARMACY - UNCLASSIFIED DRUG,$341.80,,,,,,,,,,
47172804.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47190749.0,PHARMACY - UNCLASSIFIED DRUG,$513.00,,,,,,,,,,
47178504.0,PHARMACY - UNCLASSIFIED DRUG,$70.00,,,,,,,,,,
47156120.0,PHARMACY - UNCLASSIFIED DRUG,$278.00,,,,,,,,,,
47186085.0,PHARMACY - UNCLASSIFIED DRUG,$36.00,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47163183.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47187828.0,PHARMACY - UNCLASSIFIED DRUG,$46.00,,,,,,,,,,
47156120.0,PHARMACY - UNCLASSIFIED DRUG,$278.00,,,,,,,,,,
47188172.0,PHARMACY - UNCLASSIFIED DRUG,$35.00,,,,,,,,,,
47165766.0,PHARMACY - UNCLASSIFIED DRUG,$138.00,,,,,,,,,,
47162417.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47177480.0,PHARMACY - UNCLASSIFIED DRUG,$78.00,,,,,,,,,,
47176276.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47183843.0,PHARMACY - UNCLASSIFIED DRUG,$896.00,,,,,,,,,,
47187638.0,PHARMACY - UNCLASSIFIED DRUG,$482.00,,,,,,,,,,
47165386.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47187752.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47187851.0,PHARMACY - UNCLASSIFIED DRUG,$24.00,,,,,,,,,,
47183975.0,PHARMACY - UNCLASSIFIED DRUG,$222.00,,,,,,,,,,
47174941.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47187075.0,PHARMACY - UNCLASSIFIED DRUG,$363.00,,,,,,,,,,
47160916.0,PHARMACY - UNCLASSIFIED DRUG,$212.00,,,,,,,,,,
47165451.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47160916.0,PHARMACY - UNCLASSIFIED DRUG,$212.00,,,,,,,,,,
47188024.0,PHARMACY - UNCLASSIFIED DRUG,$26.00,,,,,,,,,,
47178504.0,PHARMACY - UNCLASSIFIED DRUG,$70.00,,,,,,,,,,
47186242.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47191150.0,PHARMACY - UNCLASSIFIED DRUG,$174.85,,,,,,,,,,
47167531.0,PHARMACY - UNCLASSIFIED DRUG,$265.00,,,,,,,,,,
47188172.0,PHARMACY - UNCLASSIFIED DRUG,$35.00,,,,,,,,,,
47167705.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47187752.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47153424.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47188115.0,PHARMACY - UNCLASSIFIED DRUG,$288.00,,,,,,,,,,
47188172.0,PHARMACY - UNCLASSIFIED DRUG,$35.00,,,,,,,,,,
47159991.0,PHARMACY - UNCLASSIFIED DRUG,$769.00,,,,,,,,,,
47185905.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47158639.0,PHARMACY - UNCLASSIFIED DRUG,$276.00,,,,,,,,,,
47191531.0,PHARMACY - UNCLASSIFIED DRUG,"$2,600.00",,,,,,,,,,
47188107.0,PHARMACY - UNCLASSIFIED DRUG,$104.00,,,,,,,,,,
47172804.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47188107.0,PHARMACY - UNCLASSIFIED DRUG,$104.00,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47155510.0,PHARMACY - UNCLASSIFIED DRUG,$147.00,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47167531.0,PHARMACY - UNCLASSIFIED DRUG,$265.00,,,,,,,,,,
47191135.0,PHARMACY - UNCLASSIFIED DRUG,$278.00,,,,,,,,,,
47176631.0,PHARMACY - UNCLASSIFIED DRUG,$58.00,,,,,,,,,,
47172804.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47185863.0,PHARMACY - UNCLASSIFIED DRUG,$83.00,,,,,,,,,,
47183975.0,PHARMACY - UNCLASSIFIED DRUG,$222.00,,,,,,,,,,
47163183.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47186861.0,PHARMACY - UNCLASSIFIED DRUG,$32.00,,,,,,,,,,
47191374.0,PHARMACY - UNCLASSIFIED DRUG,$341.80,,,,,,,,,,
47169834.0,PHARMACY - UNCLASSIFIED DRUG,$200.00,,,,,,,,,,
47187075.0,PHARMACY - UNCLASSIFIED DRUG,$363.00,,,,,,,,,,
47183843.0,PHARMACY - UNCLASSIFIED DRUG,$896.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47169826.0,PHARMACY - UNCLASSIFIED DRUG,$174.00,,,,,,,,,,
47176631.0,PHARMACY - UNCLASSIFIED DRUG,$58.00,,,,,,,,,,
47163183.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47165451.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47188107.0,PHARMACY - UNCLASSIFIED DRUG,$104.00,,,,,,,,,,
47176276.0,PHARMACY - UNCLASSIFIED DRUG,$66.00,,,,,,,,,,
47169818.0,PHARMACY - UNCLASSIFIED DRUG,$155.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47190822.0,PHARMACY - UNCLASSIFIED DRUG,$27.90,,,,,,,,,,
47185863.0,PHARMACY - UNCLASSIFIED DRUG,$83.00,,,,,,,,,,
47167796.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47169867.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47163167.0,PHARMACY - UNCLASSIFIED DRUG,$161.00,,,,,,,,,,
47165386.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47191390.0,PHARMACY - UNCLASSIFIED DRUG,$94.29,,,,,,,,,,
47188107.0,PHARMACY - UNCLASSIFIED DRUG,$104.00,,,,,,,,,,
47164173.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47187075.0,PHARMACY - UNCLASSIFIED DRUG,$363.00,,,,,,,,,,
47186861.0,PHARMACY - UNCLASSIFIED DRUG,$32.00,,,,,,,,,,
47165451.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47189220.0,PHARMACY - UNCLASSIFIED DRUG,$58.00,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47178504.0,PHARMACY - UNCLASSIFIED DRUG,$70.00,,,,,,,,,,
47153259.0,PHARMACY - UNCLASSIFIED DRUG,$87.00,,,,,,,,,,
47185657.0,PHARMACY - UNCLASSIFIED DRUG,$316.00,,,,,,,,,,
47188107.0,PHARMACY - UNCLASSIFIED DRUG,$104.00,,,,,,,,,,
47156369.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47164173.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47185657.0,PHARMACY - UNCLASSIFIED DRUG,$289.00,,,,,,,,,,
47185723.0,PHARMACY - UNCLASSIFIED DRUG,$316.00,,,,,,,,,,
47163217.0,PHARMACY - UNCLASSIFIED DRUG,$186.00,,,,,,,,,,
47187976.0,PHARMACY - UNCLASSIFIED DRUG,$32.00,,,,,,,,,,
47187976.0,PHARMACY - UNCLASSIFIED DRUG,$32.00,,,,,,,,,,
47187752.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47186242.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47188115.0,PHARMACY - UNCLASSIFIED DRUG,$288.00,,,,,,,,,,
47189295.0,PHARMACY - UNCLASSIFIED DRUG,$506.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47175757.0,PHARMACY - UNCLASSIFIED DRUG,$329.00,,,,,,,,,,
47188107.0,PHARMACY - UNCLASSIFIED DRUG,$104.00,,,,,,,,,,
47188925.0,PHARMACY - UNCLASSIFIED DRUG,$40.00,,,,,,,,,,
47153143.0,PHARMACY - UNCLASSIFIED DRUG,$207.00,,,,,,,,,,
47172747.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47190574.0,PHARMACY - UNCLASSIFIED DRUG,$605.00,,,,,,,,,,
47166533.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47188115.0,PHARMACY - UNCLASSIFIED DRUG,$288.00,,,,,,,,,,
47167531.0,PHARMACY - UNCLASSIFIED DRUG,$265.00,,,,,,,,,,
47190749.0,PHARMACY - UNCLASSIFIED DRUG,$513.00,,,,,,,,,,
47166855.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47190731.0,PHARMACY - UNCLASSIFIED DRUG,$817.80,,,,,,,,,,
47183843.0,PHARMACY - UNCLASSIFIED DRUG,$896.00,,,,,,,,,,
47191531.0,PHARMACY - UNCLASSIFIED DRUG,"$2,600.00",,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47186242.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47187760.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47191150.0,PHARMACY - UNCLASSIFIED DRUG,$174.85,,,,,,,,,,
47169404.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47162235.0,PHARMACY - UNCLASSIFIED DRUG,$161.00,,,,,,,,,,
47152400.0,PHARMACY - UNCLASSIFIED DRUG,$254.00,,,,,,,,,,
47178223.0,PHARMACY - UNCLASSIFIED DRUG,$70.00,,,,,,,,,,
47169834.0,PHARMACY - UNCLASSIFIED DRUG,$200.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47169867.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47183975.0,PHARMACY - UNCLASSIFIED DRUG,$222.00,,,,,,,,,,
47190731.0,PHARMACY - UNCLASSIFIED DRUG,$817.80,,,,,,,,,,
47187638.0,PHARMACY - UNCLASSIFIED DRUG,$482.00,,,,,,,,,,
47187851.0,PHARMACY - UNCLASSIFIED DRUG,$24.00,,,,,,,,,,
47156120.0,PHARMACY - UNCLASSIFIED DRUG,$278.00,,,,,,,,,,
47190822.0,PHARMACY - UNCLASSIFIED DRUG,$27.90,,,,,,,,,,
47185905.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47188115.0,PHARMACY - UNCLASSIFIED DRUG,$288.00,,,,,,,,,,
47185723.0,PHARMACY - UNCLASSIFIED DRUG,$316.00,,,,,,,,,,
47174461.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47153358.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47176656.0,PHARMACY - UNCLASSIFIED DRUG,$78.00,,,,,,,,,,
47183843.0,PHARMACY - UNCLASSIFIED DRUG,$896.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47169867.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47165451.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47167796.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47156369.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47165766.0,PHARMACY - UNCLASSIFIED DRUG,$138.00,,,,,,,,,,
47172747.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47169404.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47190822.0,PHARMACY - UNCLASSIFIED DRUG,$27.90,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47176276.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47165766.0,PHARMACY - UNCLASSIFIED DRUG,$138.00,,,,,,,,,,
47186242.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47174941.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47190186.0,PHARMACY - UNCLASSIFIED DRUG,$46.00,,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47162235.0,PHARMACY - UNCLASSIFIED DRUG,$161.00,,,,,,,,,,
47187752.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47176276.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47156369.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47158639.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47183975.0,PHARMACY - UNCLASSIFIED DRUG,$222.00,,,,,,,,,,
47160635.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47188933.0,PHARMACY - UNCLASSIFIED DRUG,$46.00,,,,,,,,,,
47150685.0,PHARMACY - UNCLASSIFIED DRUG,$329.00,,,,,,,,,,
47191168.0,PHARMACY - UNCLASSIFIED DRUG,$192.40,,,,,,,,,,
47188933.0,PHARMACY - UNCLASSIFIED DRUG,$46.00,,,,,,,,,,
47190624.0,PHARMACY - UNCLASSIFIED DRUG,$610.00,,,,,,,,,,
47156369.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47191374.0,PHARMACY - UNCLASSIFIED DRUG,$341.80,,,,,,,,,,
47167796.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47169818.0,PHARMACY - UNCLASSIFIED DRUG,$155.00,,,,,,,,,,
47184981.0,PHARMACY - UNCLASSIFIED DRUG,$314.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47165766.0,PHARMACY - UNCLASSIFIED DRUG,$138.00,,,,,,,,,,
47178504.0,PHARMACY - UNCLASSIFIED DRUG,$70.00,,,,,,,,,,
47184981.0,PHARMACY - UNCLASSIFIED DRUG,$314.00,,,,,,,,,,
47188925.0,PHARMACY - UNCLASSIFIED DRUG,$40.00,,,,,,,,,,
47160916.0,PHARMACY - UNCLASSIFIED DRUG,$212.00,,,,,,,,,,
47153143.0,PHARMACY - UNCLASSIFIED DRUG,$207.00,,,,,,,,,,
47191135.0,PHARMACY - UNCLASSIFIED DRUG,$278.00,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47155544.0,PHARMACY - UNCLASSIFIED DRUG,$147.00,,,,,,,,,,
47155528.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47186085.0,PHARMACY - UNCLASSIFIED DRUG,$36.00,,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47184981.0,PHARMACY - UNCLASSIFIED DRUG,$314.00,,,,,,,,,,
47191390.0,PHARMACY - UNCLASSIFIED DRUG,$94.29,,,,,,,,,,
47188024.0,PHARMACY - UNCLASSIFIED DRUG,$26.00,,,,,,,,,,
47177837.0,PHARMACY - UNCLASSIFIED DRUG,$74.00,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47186085.0,PHARMACY - UNCLASSIFIED DRUG,$36.00,,,,,,,,,,
47165766.0,PHARMACY - UNCLASSIFIED DRUG,$138.00,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47191390.0,PHARMACY - UNCLASSIFIED DRUG,$94.29,,,,,,,,,,
47188933.0,PHARMACY - UNCLASSIFIED DRUG,$46.00,,,,,,,,,,
47153259.0,PHARMACY - UNCLASSIFIED DRUG,$86.00,,,,,,,,,,
47165568.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47172804.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47184411.0,PHARMACY - UNCLASSIFIED DRUG,$193.00,,,,,,,,,,
47152400.0,PHARMACY - UNCLASSIFIED DRUG,$252.00,,,,,,,,,,
47166855.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47163167.0,PHARMACY - UNCLASSIFIED DRUG,$161.00,,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47162417.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47163217.0,PHARMACY - UNCLASSIFIED DRUG,$186.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47175757.0,PHARMACY - UNCLASSIFIED DRUG,$329.00,,,,,,,,,,
47190749.0,PHARMACY - UNCLASSIFIED DRUG,$513.00,,,,,,,,,,
47157987.0,PHARMACY - UNCLASSIFIED DRUG,$89.00,,,,,,,,,,
47162656.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47158639.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47164173.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47191168.0,PHARMACY - UNCLASSIFIED DRUG,$192.40,,,,,,,,,,
47160635.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47190582.0,PHARMACY - UNCLASSIFIED DRUG,$106.00,,,,,,,,,,
47174792.0,PHARMACY - UNCLASSIFIED DRUG,$123.00,,,,,,,,,,
47186242.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47152400.0,PHARMACY - UNCLASSIFIED DRUG,$254.00,,,,,,,,,,
47160635.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47191168.0,PHARMACY - UNCLASSIFIED DRUG,$192.40,,,,,,,,,,
47164173.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47172747.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47165568.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47169834.0,PHARMACY - UNCLASSIFIED DRUG,$200.00,,,,,,,,,,
47160916.0,PHARMACY - UNCLASSIFIED DRUG,$212.00,,,,,,,,,,
47187638.0,PHARMACY - UNCLASSIFIED DRUG,$482.00,,,,,,,,,,
47191432.0,PHARMACY - UNCLASSIFIED DRUG,$186.20,,,,,,,,,,
47169826.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47156120.0,PHARMACY - UNCLASSIFIED DRUG,$278.00,,,,,,,,,,
47187828.0,PHARMACY - UNCLASSIFIED DRUG,$46.00,,,,,,,,,,
47176276.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47174461.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47177480.0,PHARMACY - UNCLASSIFIED DRUG,$78.00,,,,,,,,,,
47153143.0,PHARMACY - UNCLASSIFIED DRUG,$207.00,,,,,,,,,,
47167796.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47155510.0,PHARMACY - UNCLASSIFIED DRUG,$147.00,,,,,,,,,,
47191390.0,PHARMACY - UNCLASSIFIED DRUG,$94.29,,,,,,,,,,
47190186.0,PHARMACY - UNCLASSIFIED DRUG,$40.20,,,,,,,,,,
47155577.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47163217.0,PHARMACY - UNCLASSIFIED DRUG,$186.00,,,,,,,,,,
47165451.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47174941.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47169826.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47188024.0,PHARMACY - UNCLASSIFIED DRUG,$26.00,,,,,,,,,,
47186861.0,PHARMACY - UNCLASSIFIED DRUG,$32.00,,,,,,,,,,
47165386.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47165386.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47159991.0,PHARMACY - UNCLASSIFIED DRUG,$769.00,,,,,,,,,,
47191168.0,PHARMACY - UNCLASSIFIED DRUG,$192.40,,,,,,,,,,
47169826.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47185863.0,PHARMACY - UNCLASSIFIED DRUG,$83.00,,,,,,,,,,
47175757.0,PHARMACY - UNCLASSIFIED DRUG,$329.00,,,,,,,,,,
47166533.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47162656.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47150685.0,PHARMACY - UNCLASSIFIED DRUG,$329.00,,,,,,,,,,
47169834.0,PHARMACY - UNCLASSIFIED DRUG,$200.00,,,,,,,,,,
47174792.0,PHARMACY - UNCLASSIFIED DRUG,$123.00,,,,,,,,,,
47158639.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47153143.0,PHARMACY - UNCLASSIFIED DRUG,$207.00,,,,,,,,,,
47164173.0,PHARMACY - UNCLASSIFIED DRUG,$114.00,,,,,,,,,,
47172754.0,PHARMACY - UNCLASSIFIED DRUG,$232.00,,,,,,,,,,
47191168.0,PHARMACY - UNCLASSIFIED DRUG,$192.40,,,,,,,,,,
47186028.0,PHARMACY - UNCLASSIFIED DRUG,$190.00,,,,,,,,,,
47191168.0,PHARMACY - UNCLASSIFIED DRUG,$192.40,,,,,,,,,,
47187836.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47184981.0,PHARMACY - UNCLASSIFIED DRUG,$314.00,,,,,,,,,,
47187745.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47191531.0,PHARMACY - UNCLASSIFIED DRUG,"$2,600.00",,,,,,,,,,
47164454.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47158845.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47169834.0,PHARMACY - UNCLASSIFIED DRUG,$200.00,,,,,,,,,,
47186242.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47187638.0,PHARMACY - UNCLASSIFIED DRUG,$482.00,,,,,,,,,,
47190731.0,PHARMACY - UNCLASSIFIED DRUG,$817.80,,,,,,,,,,
47191432.0,PHARMACY - UNCLASSIFIED DRUG,$186.20,,,,,,,,,,
47188024.0,PHARMACY - UNCLASSIFIED DRUG,$26.00,,,,,,,,,,
47158845.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47163217.0,PHARMACY - UNCLASSIFIED DRUG,$186.00,,,,,,,,,,
47186085.0,PHARMACY - UNCLASSIFIED DRUG,$36.00,,,,,,,,,,
47153663.0,PHARMACY - UNCLASSIFIED DRUG,$343.00,,,,,,,,,,
47169560.0,PHARMACY - UNCLASSIFIED DRUG,$330.00,,,,,,,,,,
47185905.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47166533.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47187836.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47153358.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47155510.0,PHARMACY - UNCLASSIFIED DRUG,$147.00,,,,,,,,,,
47160635.0,PHARMACY - UNCLASSIFIED DRUG,$178.00,,,,,,,,,,
47153416.0,PHARMACY - UNCLASSIFIED DRUG,$20.00,,,,,,,,,,
47188172.0,PHARMACY - UNCLASSIFIED DRUG,$35.00,,,,,,,,,,
47157987.0,PHARMACY - UNCLASSIFIED DRUG,$89.00,,,,,,,,,,
47190186.0,PHARMACY - UNCLASSIFIED DRUG,$40.20,,,,,,,,,,
47159991.0,PHARMACY - UNCLASSIFIED DRUG,$769.00,,,,,,,,,,
47187760.0,PHARMACY - UNCLASSIFIED DRUG,$12.00,,,,,,,,,,
47185905.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47152400.0,PHARMACY - UNCLASSIFIED DRUG,$254.00,,,,,,,,,,
47176631.0,PHARMACY - UNCLASSIFIED DRUG,$58.00,,,,,,,,,,
47190822.0,PHARMACY - UNCLASSIFIED DRUG,$27.90,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47155528.0,PHARMACY - UNCLASSIFIED DRUG,$152.00,,,,,,,,,,
47172804.0,PHARMACY - UNCLASSIFIED DRUG,$290.00,,,,,,,,,,
47176276.0,PHARMACY - UNCLASSIFIED DRUG,$67.00,,,,,,,,,,
47165568.0,PHARMACY - UNCLASSIFIED DRUG,$277.00,,,,,,,,,,
47176656.0,PHARMACY - UNCLASSIFIED DRUG,$78.00,,,,,,,,,,
47186085.0,PHARMACY - UNCLASSIFIED DRUG,$36.00,,,,,,,,,,
47183975.0,PHARMACY - UNCLASSIFIED DRUG,$222.00,,,,,,,,,,
47153911.0,PHARMACY - UNCLASSIFIED DRUG,$268.00,,,,,,,,,,
47167705.0,PHARMACY - UNCLASSIFIED DRUG,$185.00,,,,,,,,,,
47160916.0,PHARMACY - UNCLASSIFIED DRUG,$212.00,,,,,,,,,,
